id,rating,Reviews
855,5,"Amazon Tap Review - Best Bluetooth Speaker in its Category 2,"
856,5,Great for what it does
857,5,"Awesome, smart little portable speaker"
858,5,Amazing technology!
859,5,A++++++++
860,5,Nice Amazon Product
861,4,I'm happy
862,5,"great price, good product"
863,5,Great Sound and Versatility
864,5,I like it
865,5,Great product
866,5,Easy to carry from room to room and outside.
867,5,Now hands-free
868,4,Amazon Tap
869,5,Very well built
870,5,Love It
871,5,Great Item for Beginners
872,4,It meets my needs
873,4,Awesome
874,5,THE most versitle of the Amazon line up
875,5,Better sound than expected!
876,5,This product is amazing!!!
877,4,Very entertaining. New technology in the making.
878,5,another one...
879,5,Easy to set up
880,2,Not impressed
881,5,Love it
882,5,Great and user friendly
883,4,"Not perfect, but does a great job"
884,5,Great baby Alexa
885,4,Great product but requires Amazon membership...
886,4,Great concept
887,5,Very responsive and intuitive.
888,5,Greatest invention ever!
889,5,The Amazon Tap is a wonderful addition to my home
890,5,Great Sound
891,2,Dissatisfied
892,5,Excellent intelligent speaker
893,5,The best Fathers Day gift
894,5,Perfect!!
895,5,My kids know Alexa...
896,3,Not as great as the Echo
897,5,Fun technological assistant
898,5,Excellent
899,5,Good
900,5,Love it!!!!
901,5,alexa is amost for every house hold
902,5,Portable Alexa
903,5,Wow
904,4,Great so far
905,5,Works as promised
906,4,Limitations
907,5,"Full Size, yet portable"
908,5,Very cool!
909,4,"Nice,however."
910,5,Great product with good bass for the price.
911,5,Awesome speaker
912,5,Awesome device w/ Alexa features.
913,5,Amazon Echo with portable bluetooth speaker
914,5,Amazing
915,5,I love my Alexa!
916,5,Great device
917,5,Luv this product
918,4,Excellent Amazon Tap- Family Loves it.
919,4,Big helper!
920,5,Great purchase
921,5,Fabulous speaker!!
922,5,Love it
923,5,Best Voice Command that dosen't list all the time
924,2,"Love the Dot, Hate the Tap Portable"
925,5,Tap
926,5,Great product
927,5,Excellent sound on this portable speaker
928,5,Great Purchase
929,5,Great product!
930,5,Alexa is very helpful
931,4,"Some unpleasant quirks, but overall very good"
932,4,Cool little gadget
933,4,Great device
934,5,Great for home and travel
935,4,Well worth it
936,5,Great product!
937,5,Love it
938,4,Small Echo that you can take outside
939,5,Its loud and has a good battery
940,5,Great on the go speaker
941,4,Solid
942,4,Cool but its app didn't work well
943,5,Alexa House
944,5,Great device
945,5,Great product
946,4,Amazon Tap
947,1,Good Bluetooth speaker
948,5,Best speaker of the three
949,3,Ok product
950,5,Alexa + Bluetooth= Gold
951,5,Great Product
952,4,So much fun for traveling
953,5,Another win for Amazon
954,4,The echo is great
955,5,Excellent
956,5,Great product
957,4,Great Blutooth Speaker
958,5,Amazing
959,4,Does what it says it does
960,5,Great for entire family
961,5,Great sound from small speaker
962,5,Great product
963,5,Awesome speaker
964,5,Fun addition to your home
965,5,Great. I returned Alexxa and love it
966,5,Great
967,5,Great product
968,4,A must have.....
969,4,amazon tap
970,5,Great Product!
971,5,Great addition to home devices
972,5,It awesome
973,5,Love Alexa
974,5,Met all my expectations
975,5,User Friendly
976,4,Great Device Made better with Sofware Update
977,5,The Tab is awesome
978,5,Great
979,5,My sons xmas gift
980,4,Nice but...
981,5,To much Fun
982,5,Wife loves the TAP.
983,5,ALEXA is the best
984,5,Tap
985,4,Not bad.
986,5,Awesome Quality Speaker
987,4,Useful info and fun to have around
988,5,We love this lil thing!!!
989,5,Great sound
990,4,great product for price
991,5,Great addition to the Echo
992,5,Amazing
993,5,Excellent sound
994,3,Great product
995,4,Unsure
996,4,Good companion to Echo
997,3,Voice command only would be nice.
998,3,OK
999,5,Great Sound
1000,5,Great for easy set up
1001,5,So much fun!
1002,5,Great speaker
1003,5,excellent product
1004,4,Enjoy my amazion blue tooth speaker Great sound
1005,5,Awesome
1006,4,Great Speaker
1007,2,It never worked
1008,5,Great Speaker Quality
1009,4,Great start to a smart home
1010,4,great
1011,5,Great tool for quick information
1012,5,Excellent Sound in a Small Package
1013,5,I Love Alexa
1014,5,Great
1015,5,Love it
1016,4,Good sound but you have to tap it
1017,4,Easy setup
1018,5,Mother-In-Law Christmas gift success
1019,5,Great sound - ease of setup and use
1020,4,gift
1021,5,Fun product
1022,4,Good
1023,4,Great Speaker
1024,4,We like it
1025,5,A Gift!
1026,5,Amazon Tap
1027,4,Very good bluetooth speaker
1028,3,When it works I love it
1029,4,Great gadget
1030,3,Not what I thought
1031,5,Nicely Done
1032,5,great source of info
1033,5,Great Amazon tap
1034,3,Tap - Fills a Gap That Didn't Need Filling
1035,4,Great sound and fun
1036,4,Very good and fun
1037,5,Great product
1038,4,Great Gift
1039,5,I choose Alexa over Siri any day
1040,2,A little fun but not very useful
1041,5,Lots of fun
1042,5,AWESOME
1043,5,Awesome
1044,4,Excellent
1045,5,Alexa
1046,5,My wife loves it!
1047,5,Great
1048,5,Great device
1049,5,Awesome
1050,5,Perfect.
1051,5,AMAZON TAP Best Portable Tech item of the Season!
1052,3,Great gift idea
1053,5,Two thumbs up.
1054,5,Love my echo
1055,4,very good product
1056,4,Excellent sound quality
1057,5,Great product
1058,4,Great Gift
1059,5,A great assistant
1060,5,Great price
1061,5,Great sound!
1062,5,Happy
1063,5,I really enjoy Amazon Products
1064,3,Good Bluetooth device
1065,5,Great sound!
1066,5,On the go
1067,5,Great
1068,5,Great fun for the family
1069,3,Ok for what it is
1070,5,Awesome for college students
1071,5,Work great
1072,3,A little hard to teach it
1073,5,Tap
1074,5,amazon tap
1075,4,Technology is amazing
1076,5,Great product
1077,5,The Amazon Tap is great!
1078,5,Great Product
1079,5,Great sound quality
1080,5,Works very well
1081,5,Great add-on to echo!
1082,5,Great device overall
1083,3,Not as good as I think..
1084,5,"Great ""dumb"" speaker"
1085,5,Great speaker for on the go
1086,5,Great speaker and portable
1087,4,"works well, needs alittle more depth in searching"
1088,5,Alexa's little helper.
1089,5,Awesome speaker
1090,5,Amazon Tap
1091,5,great product
1092,5,Great for portability.
1093,5,Works great.
1094,5,Love it
1095,3,I was excited but..
1096,4,Not a portable Echo
1097,5,Great product with a ton of features
1098,4,"Not a bad product, but the button is annoying..."
1099,4,Great wireless speaker
1100,5,Fun and amazing!
1101,5,Best new product
1102,3,Echo Tap
1103,5,There is always something more
1104,5,Great portabe Alexa
1105,5,Great Product
1106,5,Great fun. I love it!
1107,5,It was a gift
1108,5,Gift
1109,5,I really like it
1110,4,My husband loves this!
1111,5,Perfect to listen to music
1112,5,Amazing
1113,4,great for beginner
1114,5,Awesome speaker
1115,4,Great for music and more!
1116,4,Great price
1117,5,Perfect to play music
1118,5,Great piece of tech!
1119,5,Great portable version of echo
1120,5,sound is great with affordable price
1121,4,Very nice
1122,4,Very pleased
1123,5,Great Alexa product
1124,5,I love my Amazon Tab
1125,2,Returned it
1126,1,"terrible product,bad voice quality"
1127,5,Very decent sound and the portability is excellent
1128,4,Awesome device
1129,4,Nice addition to the echo lineup
1130,5,Great price
1131,5,It has so many uses and performs well.
1132,4,GREAT STREAMING DEVICE BUT LACKING IN SOUND
1133,5,Works great
1134,5,Love my tap
1135,4,"Like it, but do i really need it?"
1136,5,Love the speaker
1137,5,Great product
1138,4,Great extension of Echo
1139,3,it's good
1140,5,Fun Little Black Box
1141,4,Great way to play music
1142,4,Good product and good sale price
1143,5,This was a gift for someone!
1144,3,Its a pain to use
1145,5,Great camera for a beginner!!!
1146,5,Amazing
1147,5,Nice for the Price
1148,5,It a must
1149,5,Great sound
1150,5,Amazing Sound and great Battery Life!
1151,5,Fun
1152,1,Sound quality horrible
1153,4,Unable to rate at this time
1154,5,AWESOME
1155,5,Nice Product
1156,5,Sound quality is great
1157,3,Nice portable speaker
1158,4,Great speaker
1159,5,Great Tech!
1160,4,Great for a purpose
1161,5,Great sound
1162,5,Love it!!!!!
1163,5,More than a gimmick
1164,4,Great speaker
1165,5,My new best friend
1166,5,Great!
1167,3,Rarely gives a good answer
1168,5,The Perfect Bluetooth Speaker...Plus So Much More!
1169,5,Excellent mobile speakers
1170,5,Great for those new to Bluetooth
1171,5,Worth every penny!
1172,5,Fantastic speaker
1173,5,Like echo without voice prompts
1174,3,ok product
1175,5,Amazon Tap
1176,4,Even us old people can use it!!
1177,5,Awesome smart device
1178,4,Works!
1179,4,Great speaker. Great product
1180,5,Much more then a speaker
1181,4,Great product
1182,5,Fun and easy.
1183,4,Great for listening to music on the go
1184,5,Didn't know I would like it this much
1185,5,Great speaker
1186,4,Neat little speaker!
1187,5,Great Buy
1188,4,Great Item
1189,4,Great overpriced alarm clock!
1190,5,Love the Tap
1191,5,Nice to have music anytime you want.
1192,4,great fidelity
1193,5,great for listening to prime music
1194,5,Amazon tap
1195,5,Great alternative to the more expensive one
1196,5,Great music player!
1197,5,Love this product
1198,4,Fun itwm. Does as stated
1199,3,Love the portability.
1200,4,Good fit with Echo
1201,5,Great Buy!
1202,5,Loving it. It has great sound.
1203,5,I love being able ask questions of Alexa
1204,5,Great Portable Echo
1205,5,Cool product
1206,5,Worth every penny!
1207,5,Great Portable Speaker & Fun
1208,1,Not a good product
1209,5,Great!
1210,5,Super loud
1211,5,Great
1212,5,Great device to control the home
1213,5,Excellent Speaker
1214,5,Amazon Tap
1215,5,Super easy to set up and use
1216,4,Tired
1217,5,Awesome product
1218,4,Alexa
1219,4,"Great Speaker, Great Features"
1220,3,"Alexa works good, but..."
1221,5,Great sound in a portable Bluetooth and more
1222,4,Easy way to play music
1223,4,Awesome
1224,5,The most versatile of all Amazon Echos
1225,4,Sound
1226,5,Excellent product for the price.
1227,5,Great product
1228,5,Works great
1229,4,Ok but the echo is better
1230,4,Overall good
1231,5,Great assistant
1232,4,Would be better with Dot.
1233,5,Great device
1234,5,Love the Tap!
1235,4,The best of both BT and Voice
1236,4,tap tap tappy
1237,4,Handy speaker if you don't need the best sound.
1238,4,so far so good
1239,5,Now I have Alexa at work
1240,4,It's a speaker
1241,5,Great buy
1242,4,Its ok for the price
1243,4,"Great sound from a little speaker, that's about it"
1244,4,Pretty good
1245,5,Alexa is great
1246,4,My son loves it
1247,5,Great Speaker
1248,5,Awesome!
1249,5,Like it very much.
1250,2,Impulse Buy
1251,5,Privacy + Alexa = Awesome
1252,5,Great for music
1253,5,Love it
1254,5,lovely speaker with many extras
1255,5,Amazon tap Bluetooth Alexa
1256,5,"Alexa is charming, and reasonably intelligent"
1257,5,Got me hooked!
1258,5,Alexa is a great gadget
1259,3,Gift product
1260,4,Portability
1261,3,Okay sound
1262,5,Very versatile. Great sound for small device
1263,5,Great Great Great!!!!
1264,5,love it
1265,5,My new found friend!!
1266,5,Amazon Tap is great!
1267,4,Great little speaker
1268,4,cool gadget
1269,5,Perfect companion for Amazon Echo
1270,4,Great functions. Speaker could be better.
1271,5,Love my Echo Tap
1272,5,Fun and Useful with Great Sound
1273,4,Nice BT/Wifi speaker
1274,5,Tap
1275,5,Great for music
1276,5,Music on the go
1277,2,I returned this product
1278,5,Great and a lot of fun
1279,4,"Good bluetooth speaker, better if you have Echo"
1280,4,Excellent sound quality
1281,5,"Alexa at the ""tap"" of your finger"
1282,5,Great functionality and portable
1283,5,Nice
1284,5,Great portable bluetooth speaker
1285,5,Great portable speaker
1286,5,Great Price on the Tap
1287,5,Tap That?
1288,5,The Tap
1289,5,Tap
1290,3,So-so
1291,5,Great Product
1292,5,nice speaker
1293,5,Works great
1294,4,Great Sound and cheaper than the Echo
1295,5,Great companion
1296,4,versatile device with superior sound
1297,5,Use it everyday
1298,3,"Great Speaker, no need for the tech"
1299,3,Great speaker
1300,4,Good Speaker
1301,2,Okay!?
1302,5,Everything you love about your Echo on the go!
1303,5,Wave of the future
1304,4,VERY PORTABLE
1305,5,Smart speaker on the go!!
1306,5,Great Alexa for on the go
1307,4,Worked ok
1308,5,Amazon Tap brings a new meaning to portable music
1309,5,"pleasant surprise, better than expected"
1310,5,Good Speaker for good price
1311,5,Awesome speaker with Alexa
1312,4,Nice addition for Echo owners
1313,4,"good, but missing key feature"
1314,1,Would not work properly!
1315,5,EXCELENT SOUND
1316,5,Love it!
1317,4,Works good. The kids love it
1318,4,Great Product!
1319,5,Coolest high tech gadget.
1320,3,They missed on this one
1321,4,Great sounding speaker
1322,5,amazing sound quality
1323,4,Great! Travel with it by my side.
1324,5,awesome
1325,5,Easy small decent sound
1326,4,Great if sound quality is no big deal
1327,5,Use it everyday
1328,5,Amazon tap is great
1329,5,Echo Tap is Great!
1330,4,Nice alternative to the Echo
1331,5,Great sound
1332,4,Great little Alexa Speaker
1333,4,Love it
1334,5,Great fun
1335,4,I love it with one exception
1336,4,Has a lot of apps built in
1337,5,We are enjoying this product
1338,5,Home theater like sound
1339,5,Portable interactive entertainment
1340,5,"i enjoy using this speaker at work, & at home"
1341,5,Love this !!!!
1342,5,"As a Prime member, this is ideal for me"
1343,5,In love!
1344,4,"Good, but not great"
1345,5,Amazing Speaker
1346,4,It's all about Alexa but not about that bass.
1347,5,Awesome
1348,5,Amazon Echo Tap
1349,5,Great speaker
1350,5,Great item for a beginner
1351,5,Love this product ...
1352,5,Great product
1353,5,"Now I have a Tap, too"
1354,5,A Great portable Speaker and More
1355,4,Great item
1356,5,Love it.
1357,5,More features than we realized
1358,1,Can't connect it
1359,5,Great Bluetooth Speakers
1360,5,She is the 2nd one I got
1361,4,Good size for kitchen location
1362,5,I HAVE THE ORIGINAL ECHO AND LOVE IT.
1363,5,Greatest thing ever
1364,4,Great portable speaker
1365,5,Tap is must have for outside
1366,5,its fantastic
1367,5,Great product
1368,5,HiTechLove
1369,5,Awesome portable speaker.
1370,5,Amazon tap
1371,4,Good investment
1372,5,Love it!
1373,5,A nice buy
1374,2,Not what I expected
1375,1,didn't work
1376,5,Perfect Speaker
1377,5,Great Product
1378,5,Great Device
1379,5,Great product
1380,5,Excellent Product
1381,4,Portable & good sound
1382,5,Excellent product
1383,5,Nice music player
1384,5,Gift for my daughter
1385,5,Love this so much
1386,5,Love it
1387,4,Good alt to echo
1388,4,Great
1389,4,great portability
1390,5,Bluetooth Speaker
1391,5,Kids love it!
1392,5,Brilliant product
1393,4,Great Bluetooth Speaker to Use with Amazon Alexa
1394,5,Tap
1395,1,Updated Downgrade
1396,5,Screen Protector
1397,5,Only one I have found to work on the Fire Phone
1398,5,"Moshi's screen protectors are so good, I choose my devices (in part) by whether they make them for them"
1399,5,"Don't waste time with other screen protectors, BUY THIS ONE!"
1400,2,Secondly it is really soft actually thus it will be scratched easily by anything near your cellphone such as keys or ...
1401,5,Perfect fit super easy application zero bubbles
1402,1,a piece of plastic!
1403,1,For the love of god do not buy this
1404,1,Worked great... For less than two months. One person found this helpful. Was this review helpful to you Yes No
1405,4,"Great screen protector, no bubble, great for kids"
1406,5,Highly recommended
1407,2,"Has Trouble Understanding Commands, Volume Control Slow to Respond"
1408,5,"Great range, very handy, wish it had a home base mount still"
1409,3,No Magnetic Holster - But Remote Is Same
1410,5,"Works great, once you read the instructions!"
1411,1,Dead after 3 weeks
1412,5,Awesome - served my purpose.
1413,3,Remote is a great addition.
1414,5,Beautiful and Functional
1415,5,Replacement cover from Amazon under warranty
1416,3,"Good reader, but connection problems."
1417,5,Great color One person found this helpful. Was this review helpful to you Yes No
1418,3,Not impressed
1419,5,Great color One person found this helpful. Was this review helpful to you Yes No
1420,5,Five Stars
1421,4,Four Stars One person found this helpful. Was this review helpful to you Yes No
1422,2,"Love my Oasis. This cover, though Eh."
1423,3,Three Stars
1424,1,One Star
1425,3,The case itself is amazing. It looks good One person found this helpful. Was this review helpful to you Yes No
1426,5,Beautiful and Functional
1427,5,Replacement cover from Amazon under warranty
1428,3,"Good reader, but connection problems."
1429,5,Great color One person found this helpful. Was this review helpful to you Yes No
1430,3,Not impressed
1431,5,Great color One person found this helpful. Was this review helpful to you Yes No
1432,5,Five Stars
1433,5,Great color
1434,4,Four Stars One person found this helpful. Was this review helpful to you Yes No
1435,2,"Love my Oasis. This cover, though Eh."
1436,3,"Awesome Headphones! Longevity An Issue 1,"
1437,5,I would say these are the 'go-to' headphones for everyday use
1438,5,I hate having to shove headphones into my brain to use them...
1439,5,I would say these are the 'go-to' headphones for everyday use 350 people found this helpful. Was this review helpful to you Yes No
1440,5,I would say these are the 'go-to' headphones for everyday use 339 people found this helpful. Was this review helpful to you Yes No
1441,,Awesome Headphones! Longevity An Issue
1442,,I would say these are the 'go-to' headphones for everyday use
1443,3,Awesome Headphones! Longevity An Issue 802 people found this helpful. Was this review helpful to you Yes No
1444,3,Awesome Headphones! Longevity An Issue 774 people found this helpful. Was this review helpful to you Yes No
1445,,I hate having to shove headphones into my brain to use them... 357 of 379 people found this helpful. Was this review helpful to you Yes No
1446,3,Awesome Headphones! Longevity An Issue 805 people found this helpful. Was this review helpful to you Yes No
1447,,I hate having to shove headphones into my brain to use them... 361 of 383 people found this helpful. Was this review helpful to you Yes No
1448,5,I hate having to shove headphones into my brain to use them... 391 people found this helpful. Was this review helpful to you Yes No
1449,5,I would say these are the 'go-to' headphones for everyday use
1450,5,I hate having to shove headphones into my brain to use them... 373 people found this helpful. Was this review helpful to you Yes No
1451,5,I would say these are the 'go-to' headphones for everyday use 345 people found this helpful. Was this review helpful to you Yes No
1452,5,I would say these are the 'go-to' headphones for everyday use 344 people found this helpful. Was this review helpful to you Yes No
1453,5,I hate having to shove headphones into my brain to use them... 380 people found this helpful. Was this review helpful to you Yes No
1454,5,I would say these are the 'go-to' headphones for everyday use 333 people found this helpful. Was this review helpful to you Yes No
1455,,I would say these are the 'go-to' headphones for everyday use 329 people found this helpful. Was this review helpful to you Yes No
1456,5,I would say these are the 'go-to' headphones for everyday use 340 people found this helpful. Was this review helpful to you Yes No
1457,,I would say these are the 'go-to' headphones for everyday use 333 people found this helpful. Was this review helpful to you Yes No
1458,3,Awesome Headphones! Longevity An Issue 797 people found this helpful. Was this review helpful to you Yes No
1459,3,Awesome Headphones! Longevity An Issue 808 people found this helpful. Was this review helpful to you Yes No
1460,5,I hate having to shove headphones into my brain to use them... 369 people found this helpful. Was this review helpful to you Yes No
1461,,I would say these are the 'go-to' headphones for everyday use 326 of 344 people found this helpful. Was this review helpful to you Yes No
1462,,I would say these are the 'go-to' headphones for everyday use 334 people found this helpful. Was this review helpful to you Yes No
1463,,I hate having to shove headphones into my brain to use them...
1464,5,I would say these are the 'go-to' headphones for everyday use 341 people found this helpful. Was this review helpful to you Yes No
1465,3,Awesome Headphones! Longevity An Issue 784 people found this helpful. Was this review helpful to you Yes No
1466,5,I hate having to shove headphones into my brain to use them... 367 people found this helpful. Was this review helpful to you Yes No
1467,3,Awesome Headphones! Longevity An Issue 810 people found this helpful. Was this review helpful to you Yes No
1468,3,Awesome Headphones! Longevity An Issue 822 people found this helpful. Was this review helpful to you Yes No
1469,5,I would say these are the 'go-to' headphones for everyday use 334 people found this helpful. Was this review helpful to you Yes No
1470,5,I hate having to shove headphones into my brain to use them... 370 people found this helpful. Was this review helpful to you Yes No
1471,3,Awesome Headphones! Longevity An Issue 816 people found this helpful. Was this review helpful to you Yes No
1472,3,Awesome Headphones! Longevity An Issue 814 people found this helpful. Was this review helpful to you Yes No
1473,,I hate having to shove headphones into my brain to use them... 358 of 380 people found this helpful. Was this review helpful to you Yes No
1474,,I would say these are the 'go-to' headphones for everyday use 328 people found this helpful. Was this review helpful to you Yes No
1475,,Awesome Headphones! Longevity An Issue 766 people found this helpful. Was this review helpful to you Yes No
1476,,I would say these are the 'go-to' headphones for everyday use 332 people found this helpful. Was this review helpful to you Yes No
1477,,I hate having to shove headphones into my brain to use them... 363 people found this helpful. Was this review helpful to you Yes No
1478,3,Awesome Headphones! Longevity An Issue 776 people found this helpful. Was this review helpful to you Yes No
1479,5,I hate having to shove headphones into my brain to use them... 377 people found this helpful. Was this review helpful to you Yes No
1480,,Awesome Headphones! Longevity An Issue 721 of 747 people found this helpful. Was this review helpful to you Yes No
1481,5,I hate having to shove headphones into my brain to use them... 390 people found this helpful. Was this review helpful to you Yes No
1482,,I would say these are the 'go-to' headphones for everyday use 339 people found this helpful. Was this review helpful to you Yes No
1483,5,I hate having to shove headphones into my brain to use them... 374 people found this helpful. Was this review helpful to you Yes No
1484,3,Awesome Headphones! Longevity An Issue 815 people found this helpful. Was this review helpful to you Yes No
1485,,I would say these are the 'go-to' headphones for everyday use 316 of 334 people found this helpful. Was this review helpful to you Yes No
1486,3,Awesome Headphones! Longevity An Issue 824 people found this helpful. Was this review helpful to you Yes No
1487,5,I would say these are the 'go-to' headphones for everyday use 343 people found this helpful. Was this review helpful to you Yes No
1488,3,Awesome Headphones! Longevity An Issue 826 people found this helpful. Was this review helpful to you Yes No
1489,,Awesome Headphones! Longevity An Issue 762 people found this helpful. Was this review helpful to you Yes No
1490,5,I hate having to shove headphones into my brain to use them... 375 people found this helpful. Was this review helpful to you Yes No
1491,3,Awesome Headphones! Longevity An Issue 803 people found this helpful. Was this review helpful to you Yes No
1492,5,I hate having to shove headphones into my brain to use them... 389 people found this helpful. Was this review helpful to you Yes No
1493,,I hate having to shove headphones into my brain to use them... 367 people found this helpful. Was this review helpful to you Yes No
1494,,Awesome Headphones! Longevity An Issue 758 people found this helpful. Was this review helpful to you Yes No
1495,,I would say these are the 'go-to' headphones for everyday use 327 people found this helpful. Was this review helpful to you Yes No
1496,,I hate having to shove headphones into my brain to use them... 365 people found this helpful. Was this review helpful to you Yes No
1497,5,I hate having to shove headphones into my brain to use them... 372 people found this helpful. Was this review helpful to you Yes No
1498,,Awesome Headphones! Longevity An Issue 714 of 739 people found this helpful. Was this review helpful to you Yes No
1499,3,Awesome Headphones! Longevity An Issue 792 people found this helpful. Was this review helpful to you Yes No
1500,3,Awesome Headphones! Longevity An Issue 817 people found this helpful. Was this review helpful to you Yes No
1501,5,I hate having to shove headphones into my brain to use them... 378 people found this helpful. Was this review helpful to you Yes No
1502,5,I hate having to shove headphones into my brain to use them... 392 people found this helpful. Was this review helpful to you Yes No
1503,3,Awesome Headphones! Longevity An Issue 778 people found this helpful. Was this review helpful to you Yes No
1504,,I hate having to shove headphones into my brain to use them... 366 people found this helpful. Was this review helpful to you Yes No
1505,3,Awesome Headphones! Longevity An Issue 825 people found this helpful. Was this review helpful to you Yes No
1506,,I hate having to shove headphones into my brain to use them... 364 people found this helpful. Was this review helpful to you Yes No
1507,5,I hate having to shove headphones into my brain to use them... 379 people found this helpful. Was this review helpful to you Yes No
1508,5,I would say these are the 'go-to' headphones for everyday use 353 people found this helpful. Was this review helpful to you Yes No
1509,5,I hate having to shove headphones into my brain to use them... 402 people found this helpful. Was this review helpful to you Yes No
1510,5,I would say these are the 'go-to' headphones for everyday use 359 people found this helpful. Was this review helpful to you Yes No
1511,3,Awesome Headphones! Longevity An Issue 770 people found this helpful. Was this review helpful to you Yes No
1512,3,Awesome Headphones! Longevity An Issue 767 people found this helpful. Was this review helpful to you Yes No
1513,3,Awesome Headphones! Longevity An Issue 773 people found this helpful. Was this review helpful to you Yes No
1514,5,I hate having to shove headphones into my brain to use them... 382 people found this helpful. Was this review helpful to you Yes No
1515,,Awesome Headphones! Longevity An Issue 745 of 772 people found this helpful. Was this review helpful to you Yes No
1516,,Awesome Headphones! Longevity An Issue 749 of 776 people found this helpful. Was this review helpful to you Yes No
1517,3,Awesome Headphones! Longevity An Issue 830 people found this helpful. Was this review helpful to you Yes No
1518,3,Awesome Headphones! Longevity An Issue 812 people found this helpful. Was this review helpful to you Yes No
1519,,I hate having to shove headphones into my brain to use them... 342 of 363 people found this helpful. Was this review helpful to you Yes No
1520,,Awesome Headphones! Longevity An Issue 783 people found this helpful. Was this review helpful to you Yes No
1521,,I hate having to shove headphones into my brain to use them... 360 of 382 people found this helpful. Was this review helpful to you Yes No
1522,,Awesome Headphones! Longevity An Issue 733 of 759 people found this helpful. Was this review helpful to you Yes No
1523,,I hate having to shove headphones into my brain to use them... 339 of 360 people found this helpful. Was this review helpful to you Yes No
1524,,Awesome Headphones! Longevity An Issue 767 people found this helpful. Was this review helpful to you Yes No
1525,,I hate having to shove headphones into my brain to use them... 356 of 378 people found this helpful. Was this review helpful to you Yes No
1526,3,Awesome Headphones! Longevity An Issue 783 people found this helpful. Was this review helpful to you Yes No
1527,,Awesome Headphones! Longevity An Issue 717 of 743 people found this helpful. Was this review helpful to you Yes No
1528,3,Awesome Headphones! Longevity An Issue 798 people found this helpful. Was this review helpful to you Yes No
1529,3,Awesome Headphones! Longevity An Issue 811 people found this helpful. Was this review helpful to you Yes No
1530,3,Awesome Headphones! Longevity An Issue 768 people found this helpful. Was this review helpful to you Yes No
1531,3,Awesome Headphones! Longevity An Issue 777 people found this helpful. Was this review helpful to you Yes No
1532,,I would say these are the 'go-to' headphones for everyday use 320 of 338 people found this helpful. Was this review helpful to you Yes No
1533,,Awesome Headphones! Longevity An Issue 764 people found this helpful. Was this review helpful to you Yes No
1534,3,Awesome Headphones! Longevity An Issue 852 people found this helpful. Was this review helpful to you Yes No
1535,,Awesome Headphones! Longevity An Issue 716 of 742 people found this helpful. Was this review helpful to you Yes No
1536,5,I hate having to shove headphones into my brain to use them... 381 people found this helpful. Was this review helpful to you Yes No
1537,,Awesome Headphones! Longevity An Issue 776 people found this helpful. Was this review helpful to you Yes No
1538,,I hate having to shove headphones into my brain to use them... 343 of 364 people found this helpful. Was this review helpful to you Yes No
1539,3,Awesome Headphones! Longevity An Issue
1540,3,Awesome Headphones! Longevity An Issue 791 people found this helpful. Was this review helpful to you Yes No
1541,,I hate having to shove headphones into my brain to use them... 361 people found this helpful. Was this review helpful to you Yes No
1542,5,I would say these are the 'go-to' headphones for everyday use 338 people found this helpful. Was this review helpful to you Yes No
1543,5,I would say these are the 'go-to' headphones for everyday use 342 people found this helpful. Was this review helpful to you Yes No
1544,5,I hate having to shove headphones into my brain to use them... 383 people found this helpful. Was this review helpful to you Yes No
1545,,Awesome Headphones! Longevity An Issue 757 of 784 people found this helpful. Was this review helpful to you Yes No
1546,,I hate having to shove headphones into my brain to use them... 352 of 374 people found this helpful. Was this review helpful to you Yes No
1547,3,Awesome Headphones! Longevity An Issue 775 people found this helpful. Was this review helpful to you Yes No
1548,5,I would say these are the 'go-to' headphones for everyday use 336 people found this helpful. Was this review helpful to you Yes No
1549,,Awesome Headphones! Longevity An Issue 761 people found this helpful. Was this review helpful to you Yes No
1550,,I would say these are the 'go-to' headphones for everyday use 317 of 335 people found this helpful. Was this review helpful to you Yes No
1551,,I hate having to shove headphones into my brain to use them... 346 of 368 people found this helpful. Was this review helpful to you Yes No
1552,5,I hate having to shove headphones into my brain to use them... 371 people found this helpful. Was this review helpful to you Yes No
1553,3,Awesome Headphones! Longevity An Issue 782 people found this helpful. Was this review helpful to you Yes No
1554,,I hate having to shove headphones into my brain to use them... 369 people found this helpful. Was this review helpful to you Yes No
1555,5,I hate having to shove headphones into my brain to use them... 405 people found this helpful. Was this review helpful to you Yes No
1556,3,Awesome Headphones! Longevity An Issue 769 people found this helpful. Was this review helpful to you Yes No
1557,,Awesome Headphones! Longevity An Issue 747 of 774 people found this helpful. Was this review helpful to you Yes No
1558,3,Awesome Headphones! Longevity An Issue 804 people found this helpful. Was this review helpful to you Yes No
1559,,I would say these are the 'go-to' headphones for everyday use 321 of 339 people found this helpful. Was this review helpful to you Yes No
1560,3,Awesome Headphones! Longevity An Issue 806 people found this helpful. Was this review helpful to you Yes No
1561,5,I hate having to shove headphones into my brain to use them... 376 people found this helpful. Was this review helpful to you Yes No
1562,,Awesome Headphones! Longevity An Issue 750 of 777 people found this helpful. Was this review helpful to you Yes No
1563,,I would say these are the 'go-to' headphones for everyday use 313 of 331 people found this helpful. Was this review helpful to you Yes No
1564,,Awesome Headphones! Longevity An Issue 758 of 785 people found this helpful. Was this review helpful to you Yes No
1565,,I hate having to shove headphones into my brain to use them... 373 people found this helpful. Was this review helpful to you Yes No
